Klient	PVU-Card Nr	Katalog	Art Nr	Cena	Nazwanie	Razmer	Zwet	Primechanie	URL	Discount	SiteOrder
MuzTom		ZARA	4360004052	29,9900	Studdedcitybag		Pink	3013_MuzTom		1,0000	466
MuzTom		ZARA	3613001105	19,9900	Blockheelsandalswithmetallicdetail	37	Leather	3016_MuzTom		1,0000	466
