Klient	PVU-Card Nr	Katalog	Art Nr	Cena	Nazwanie	Razmer	Zwet	Primechanie	URL	Discount	SiteOrder
KunZar		H&M	456684	7,9900	T-ShirtmitBrusttasche	XL	Schwarz	2022_KunZar		1,0000	358
KunZar		VERTBAUDET	7777	34,9500	SandalenfurMadchen	28	Weis	2023_KunZar		1,0000	358
