Klient	PVU-Card Nr	Katalog	Art Nr	Cena	Nazwanie	Razmer	Zwet	Primechanie	URL	Discount	SiteOrder
ShleYuli		H&M	347627	5,0000	Huttenschuhe	22/23	Hellroza	2158_ShleYuli		0,9500	369
ShleYuli		H&M	476337	14,9900	ShirtausWebstoff	40	NatirwaeiB/Geblumt	2159_ShleYuli		0,9500	369
ShleYuli		H&M	447127	14,9900	GemusterterShirt	M	Rosa/Leoopardenmuste	2160_ShleYuli		0,9500	369
ShleYuli		H&M	324300	14,9900	Top	L	Dunkelblau/Gestreift	2161_ShleYuli		0,9500	369
