Klient	PVU-Card Nr	Katalog	Art Nr	Cena	Nazwanie	Razmer	Zwet	Primechanie	URL	Discount	SiteOrder
LiNat		H&M	393310	7,9900	Espadrilles	18/19	Dunkelblau	2364_LiNat		1,0000	400
LiNat		H&M	361911	12,9900	Sandalen	25	Leopardenmuster	2365_LiNat		1,0000	400
