Klient	PVU-Card Nr	Katalog	Art Nr	Cena	Nazwanie	Razmer	Zwet	Primechanie	URL	Discount	SiteOrder
ZhivVas		H&M	398168	9,9900	Tanktop	S	Naturwei?/Gemustert	2276_ZhivVas		1,0000	381
ZhivVas		H&M	398001	9,9900	TanktopmitDruck	S	Rot	2277_ZhivVas		1,0000	381
ZhivVas		H&M	386245	5,0000	ArmbandmitAnker		Braun	2278_ZhivVas		1,0000	381
ZhivVas		H&M	371678	24,9900	Chinoshorts	29	Blau/Schmalgestreift	2279_ZhivVas		1,0000	381
