Klient	PVU-Card Nr	Katalog	Art Nr	Cena	Nazwanie	Razmer	Zwet	Primechanie	URL	Discount	SiteOrder
Indira_kam		H&M	329929	17,0000	loafer		black	2805_Indira_kam		1,0000	440
Indira_kam		H&M	337726	10,0000	shirtausteddystoff	110/116		2806_Indira_kam		1,0000	440
Indira_kam		H&M	330589	8,0000	pullover	110/116		2807_Indira_kam		1,0000	440
Indira_kam		H&M	341379	12,0000	jacke	92		2810_Indira_kam		1,0000	440
