Klient	PVU-Card Nr	Katalog	Art Nr	Cena	Nazwanie	Razmer	Zwet	Primechanie	URL	Discount	SiteOrder
ZhivVas		H&M	431629	19,9900	Stehkragenhemd	s	Hellblau	2043_ZhivVas		1,0000	362
ZhivVas		H&M	477479	9,9900	Langarmshirt	S	Dunkelblau	2045_ZhivVas		1,0000	362
