Klient	PVU-Card Nr	Katalog	Art Nr	Cena	Nazwanie	Razmer	Zwet	Primechanie	URL	Discount	SiteOrder
DosAin		H&M	334241	5,0000	Shirtmitstrukturmuster	S	naturweib	2672_DosAin		1,0000	429
DosAin		H&M	331117	14,0000	Chino	36	Hellrosa 	2673_DosAin		1,0000	429
DosAin		BABYBUTT	099135185	11,9500	BabyButtLangarm-Bodyim3er-Pack	62/68	Blau	2699_DosAin		1,0000	429
DosAin		BABYBUTT	09914605	5,0000	2-teiligesSet	68		2700_DosAin		1,0000	429
DosAin		STRADIVARIUS	05229221	15,9500	MIDI-kleidmitstreifen	S	ecru	2701_DosAin	http://www.stradivarius.com/de/de/kleidung/kleider-c1317536p5764002.html?categoryNav=1317536&colorId=004	1,0000	429
DosAin		H&M	392453	5,9900	Baumwollcap	68	Schwarz:weib 	2702_DosAin		1,0000	429
