Klient	PVU-Card Nr	Katalog	Art Nr	Cena	Nazwanie	Razmer	Zwet	Primechanie	URL	Discount	SiteOrder
		AMAZON	B0062I4EJW	39,9000	кроссовки	43	серебро / синий 160	2660_x5uxkfd5		1,0000	422
