Klient	PVU-Card Nr	Katalog	Art Nr	Cena	Nazwanie	Razmer	Zwet	Primechanie	URL	Discount	SiteOrder
BalAna		DOUGLAS	694593	39,9900	SKINILLUSIONFONDDETEINTPOUDRELIBRE	0	107  Beige	2281_BalAna		1,0000	383
BalAna		DOUGLAS	629210	39,9900	HUILELOTUS	30ml		2282_BalAna		1,0000	383
BalAna		DOUGLAS	778220	7,9900	227-SOFTDEFINER	16,3cm	0	2283_BalAna		1,0000	383
