Klient	PVU-Card Nr	Katalog	Art Nr	Cena	Nazwanie	Razmer	Zwet	Primechanie	URL	Discount	SiteOrder
KunZar		MYTOYS	3797286	19,9900	AbenteuerZelt			2024_KunZar		1,0000	359
