Klient	PVU-Card Nr	Katalog	Art Nr	Cena	Nazwanie	Razmer	Zwet	Primechanie	URL	Discount	SiteOrder
Rayana_ayapb		H&M	431141	12,9900	Loafer	38	Cerise	2680_Rayana_ayapb		1,0000	426
